"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031644","GO:0031644","regulation of nervous system process","19/186","144/18723",2.86786081429246e-16,7.99090308709672e-14,6.05681226520905e-14,"AVPR1A/DLG4/DLGAP1/DLGAP2/DLGAP3/DLGAP4/GRIN1/MTMR2/MTNR1B/NETO1/NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NTSR1/PARD3/RELN/SHANK3",19
"GO:0007611","GO:0007611","learning or memory","23/186","255/18723",9.31075952267809e-16,2.37812316141736e-13,1.80253037425882e-13,"BDNF/CIC/CNTNAP2/DLG4/GABRA5/GRIN1/GRIN2A/GRIN2B/KRAS/MEF2C/NETO1/NLGN3/NLGN4X/NRXN1/NRXN2/NRXN3/NTSR1/OXTR/PTCHD1/RELN/SHANK2/SHANK3/SLC1A1",23
"GO:0007612","GO:0007612","learning","18/186","144/18723",4.75859955347553e-15,1.12193135626173e-12,8.50382932349838e-13,"CIC/CNTNAP2/DLG4/GABRA5/GRIN1/GRIN2A/KRAS/NETO1/NLGN3/NLGN4X/NRXN1/NRXN2/NRXN3/NTSR1/RELN/SHANK2/SHANK3/SLC1A1",18
"GO:0050890","GO:0050890","cognition","23/186","296/18723",2.34817444184124e-14,5.14082476017385e-12,3.89655713770196e-12,"BDNF/CIC/CNTNAP2/DLG4/GABRA5/GRIN1/GRIN2A/GRIN2B/KRAS/MEF2C/NETO1/NLGN3/NLGN4X/NRXN1/NRXN2/NRXN3/NTSR1/OXTR/PTCHD1/RELN/SHANK2/SHANK3/SLC1A1",23
"GO:0071625","GO:0071625","vocalization behavior","9/186","20/18723",1.18598591417283e-13,2.42336455129315e-11,1.8368216930382e-11,"CNTNAP2/DLG4/NLGN3/NLGN4X/NRXN1/NRXN2/NRXN3/SHANK2/SHANK3",9
"GO:0098815","GO:0098815","modulation of excitatory postsynaptic potential","11/186","43/18723",3.01347411767312e-13,5.77268635666757e-11,4.3754851169109e-11,"DLG4/GRIN1/MTMR2/NETO1/NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/RELN/SHANK3",11
"GO:0099601","GO:0099601","regulation of neurotransmitter receptor activity","12/186","63/18723",1.10948210204372e-12,2.00033096633176e-10,1.51617770848946e-10,"DLG4/DLGAP1/DLGAP2/DLGAP3/DLGAP4/MEF2C/NETO1/NLGN1/NLGN2/NLGN3/RELN/SHANK3",12
"GO:0007416","GO:0007416","synapse assembly","17/186","179/18723",2.69123932956433e-12,4.58258252506371e-10,3.47342994172426e-10,"BDNF/DLG5/ERBB4/GABRB3/IL1RAPL1/LRRN3/LRRTM3/MEF2C/NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NRXN2/OXTR/SHANK2/SHANK3",17
"GO:2000463","GO:2000463","positive regulation of excitatory postsynaptic potential","9/186","27/18723",3.11729464488956e-12,5.02868846662447e-10,3.81156192868213e-10,"DLG4/GRIN1/NETO1/NLGN1/NLGN2/NLGN3/NRXN1/RELN/SHANK3",9
"GO:0043113","GO:0043113","receptor clustering","11/186","53/18723",3.66406881480146e-12,5.61518545868324e-10,4.25610519698254e-10,"DLG1/DLG2/DLG3/DLG4/MAGI2/NLGN1/NRXN1/NRXN2/RELN/SCRIB/SHANK3",11
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","16/186","164/18723",8.02376591776302e-12,1.17108773990208e-09,8.8764167320817e-10,"DLG4/FLOT1/GRIN2A/GRIN2B/GRIN2C/MPP2/NLGN1/NLGN2/NLGN3/NRXN1/OXTR/RELN/SHANK2/SHANK3/SLC1A1/TSHZ3",16
"GO:1902414","GO:1902414","protein localization to cell junction","13/186","94/18723",8.98971752920519e-12,1.25243110122791e-09,9.49296965883055e-10,"DLG1/DLG2/DLG4/DLG5/GRIN2A/GRIN2C/MPP7/NLGN1/NLGN2/NRXN1/NRXN2/RELN/SCRIB",13
"GO:0045197","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","10/186","44/18723",1.3596866555795e-11,1.81193026058746e-09,1.37337686446863e-09,"DLG1/DLG2/DLG3/DLG5/LIN7A/LIN7B/LIN7C/MARK2/PARD3/SCRIB",10
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","25/186","491/18723",2.09392256487963e-11,2.67411360889837e-09,2.02688030731989e-09,"CAV1/CRHR1/DLG1/DLG4/DMD/DPP10/DPP6/KCNA4/KCNJ12/KCNJ4/LYN/MEF2C/MTNR1B/NETO1/NLGN1/NLGN2/NLGN3/NOS1/NTSR1/RELN/RYR2/SCN1A/SHANK3/SNTA1/UTRN",25
"GO:0006836","GO:0006836","neurotransmitter transport","17/186","208/18723",3.01304561730677e-11,3.6939939268181e-09,2.79991228521938e-09,"APBA1/CASK/DNAJC5/FLOT1/GABRQ/GRIN3A/ITGB3/LIN7A/LIN7B/LIN7C/MEF2C/NLGN1/NOS1/NRXN1/NRXN2/SCRIB/SLC1A1",17
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","13/186","104/18723",3.34920857999074e-11,3.94820165295062e-09,2.99259244374071e-09,"BDNF/CAV1/CNTNAP2/DLG5/FLOT1/IL1RAPL1/LRRN3/LRRTM3/NLGN1/NLGN2/NLGN3/NRXN1/OXTR",13
"GO:0035418","GO:0035418","protein localization to synapse","11/186","65/18723",3.88049465273914e-11,4.4050800409798e-09,3.33888955110927e-09,"DLG1/DLG2/DLG4/GRIN2A/GRIN2C/NLGN1/NLGN2/NRXN1/NRXN2/RELN/SCRIB",11
"GO:0035088","GO:0035088","establishment or maintenance of apical/basal cell polarity","10/186","49/18723",4.31413946810825e-11,4.55959912750062e-09,3.45600936701086e-09,"DLG1/DLG2/DLG3/DLG5/LIN7A/LIN7B/LIN7C/MARK2/PARD3/SCRIB",10
"GO:0061245","GO:0061245","establishment or maintenance of bipolar cell polarity","10/186","49/18723",4.31413946810825e-11,4.55959912750062e-09,3.45600936701086e-09,"DLG1/DLG2/DLG3/DLG5/LIN7A/LIN7B/LIN7C/MARK2/PARD3/SCRIB",10
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","17/186","218/18723",6.33954392346799e-11,6.47690070847646e-09,4.90925383827854e-09,"CTNNA1/DLG1/DLG2/DLG3/DLG5/GJA1/KIF26B/LIN7A/LIN7B/LIN7C/LLGL1/MARK2/MPP7/PARD3/RHOB/SCRIB/WWC1",17
"GO:1904062","GO:1904062","regulation of cation transmembrane transport","21/186","357/18723",6.78864164413701e-11,6.7119956900903e-09,5.08744723552135e-09,"CAV1/CRHR1/DLG1/DLG4/DMD/DPP10/DPP6/LYN/MEF2C/MTNR1B/NETO1/NLGN1/NLGN2/NLGN3/NOS1/NTSR1/RELN/RYR2/SHANK3/SNTA1/UTRN",21
"GO:0001941","GO:0001941","postsynaptic membrane organization","9/186","39/18723",1.27218583408252e-10,1.21851549420716e-08,9.23590176256619e-09,"DLG4/NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NRXN2/RELN/SHANK3",9
"GO:0099173","GO:0099173","postsynapse organization","15/186","168/18723",1.31449129961844e-10,1.22088358585773e-08,9.25385103112564e-09,"DIP2A/DLG1/DLG3/DLG4/GRIN2B/IL1RAPL1/MTMR2/NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NRXN2/RELN/SHANK3",15
"GO:0007158","GO:0007158","neuron cell-cell adhesion","7/186","17/18723",1.524851591866e-10,1.37460886149097e-08,1.04190323939575e-08,"NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NRXN2/NRXN3",7
"GO:0051965","GO:0051965","positive regulation of synapse assembly","10/186","60/18723",3.60162046914153e-10,3.07169227184177e-08,2.32823039201676e-08,"BDNF/DLG5/IL1RAPL1/LRRN3/LRRTM3/NLGN1/NLGN2/NLGN3/NRXN1/OXTR",10
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","18/186","278/18723",3.60786041717141e-10,3.07169227184177e-08,2.32823039201676e-08,"CAV1/CRHR1/DLG1/DLG4/DMD/GJA1/MEF2C/MTNR1B/NETO1/NLGN1/NLGN2/NLGN3/NOS1/NTSR1/RELN/RYR2/SHANK3/UTRN",18
"GO:0097104","GO:0097104","postsynaptic membrane assembly","6/186","11/18723",3.93071581225875e-10,3.19467155936836e-08,2.42144419387859e-08,"NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NRXN2",6
"GO:0051968","GO:0051968","positive regulation of synaptic transmission, glutamatergic","8/186","30/18723",3.96076734929846e-10,3.19467155936836e-08,2.42144419387859e-08,"NLGN1/NLGN2/NLGN3/NRXN1/OXTR/RELN/SHANK3/TSHZ3",8
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","16/186","213/18723",4.12146089930078e-10,3.23904555291202e-08,2.45507805796405e-08,"APBA1/CASK/DNAJC5/FLOT1/GRIN3A/ITGB3/LIN7A/LIN7B/LIN7C/MEF2C/NLGN1/NOS1/NRXN1/NRXN2/PAH/SCRIB",16
"GO:2001257","GO:2001257","regulation of cation channel activity","15/186","184/18723",4.74726853046769e-10,3.63759451147086e-08,2.75716359124794e-08,"CAV1/CRHR1/DLG1/DLG4/DMD/MEF2C/MTNR1B/NETO1/NLGN1/NLGN2/NLGN3/NOS1/NTSR1/RELN/SHANK3",15
"GO:0097106","GO:0097106","postsynaptic density organization","8/186","31/18723",5.2933528017491e-10,3.95710398472219e-08,2.99934008561239e-08,"DLG1/DLG3/NLGN1/NLGN2/NRXN1/NRXN2/RELN/SHANK3",8
"GO:0099084","GO:0099084","postsynaptic specialization organization","8/186","33/18723",9.15966310439196e-10,6.68437319403842e-08,5.06651039383285e-08,"DLG1/DLG3/NLGN1/NLGN2/NRXN1/NRXN2/RELN/SHANK3",8
"GO:1990778","GO:1990778","protein localization to cell periphery","19/186","333/18723",9.63400401262203e-10,6.867028441555e-08,5.20495639066262e-08,"CAV1/DLG1/DLG4/DPP10/DPP6/EFR3A/EFR3B/EPB41/FLOT1/GRIN2A/GRIN2C/LIN7A/LIN7B/LIN7C/PALM/SCRIB/SLC1A1/STX7/ZDHHC5",19
"GO:0048167","GO:0048167","regulation of synaptic plasticity","15/186","198/18723",1.31878234821291e-09,9.18651794834676e-08,6.9630445992964e-08,"DLG4/GRIN1/GRIN2A/GRIN2B/GRIN2C/KRAS/MEF2C/MPP2/NETO1/NLGN1/RELN/SHANK2/SHANK3/SLC1A1/TSHZ3",15
"GO:0071709","GO:0071709","membrane assembly","9/186","50/18723",1.36927278994164e-09,9.32626911371361e-08,7.06897087111391e-08,"CAV1/FLOT1/IL1RAPL1/NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NRXN2",9
"GO:0032412","GO:0032412","regulation of ion transmembrane transporter activity","17/186","267/18723",1.47195896874748e-09,9.80772660698051e-08,7.43389804124873e-08,"CAV1/CRHR1/DLG1/DLG4/DMD/MEF2C/MTNR1B/NETO1/NLGN1/NLGN2/NLGN3/NOS1/NTSR1/RELN/RYR2/SHANK3/UTRN",17
"GO:0045216","GO:0045216","cell-cell junction organization","15/186","200/18723",1.51556207798361e-09,9.88339950855267e-08,7.49125533283275e-08,"CAV1/CDH10/CNTNAP2/CTNNA1/CXADR/DLG1/DLG5/GJA1/MPDZ/MPP7/NLGN2/NLGN4X/OCLN/PARD3/PKP4",15
"GO:1901888","GO:1901888","regulation of cell junction assembly","15/186","204/18723",1.99198894517813e-09,1.26639799236289e-07,9.59883358511168e-08,"BDNF/CAV1/CNTNAP2/DLG5/FLOT1/GJA1/IL1RAPL1/LRRN3/LRRTM3/MEF2C/NLGN1/NLGN2/NLGN3/NRXN1/OXTR",15
"GO:0010469","GO:0010469","regulation of signaling receptor activity","14/186","173/18723",2.02458406609401e-09,1.26639799236289e-07,9.59883358511168e-08,"DLG4/DLGAP1/DLGAP2/DLGAP3/DLGAP4/HFE/MEF2C/NETO1/NLGN1/NLGN2/NLGN3/RELN/SHANK3/ZGPAT",14
"GO:0032409","GO:0032409","regulation of transporter activity","18/186","310/18723",2.06594231860844e-09,1.26642264130697e-07,9.59902041509226e-08,"CAV1/CRHR1/DLG1/DLG4/DMD/GJA1/MEF2C/MTNR1B/NETO1/NLGN1/NLGN2/NLGN3/NOS1/NTSR1/RELN/RYR2/SHANK3/UTRN",18
"GO:0050807","GO:0050807","regulation of synapse organization","15/186","211/18723",3.16682915655246e-09,1.90320222839868e-07,1.4425576777113e-07,"BDNF/CTTNBP2/DLG5/GRIN2B/IL1RAPL1/LRRN3/LRRTM3/MEF2C/NLGN1/NLGN2/NLGN3/NRXN1/OXTR/RELN/SHANK3",15
"GO:0044091","GO:0044091","membrane biogenesis","9/186","55/18723",3.32984824732183e-09,1.96268939962335e-07,1.48764677770026e-07,"CAV1/FLOT1/IL1RAPL1/NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NRXN2",9
"GO:0051960","GO:0051960","regulation of nervous system development","21/186","443/18723",3.4043724724674e-09,1.96875502417219e-07,1.49224429925235e-07,"BDNF/CTNNA1/DLG1/DLG5/DLX1/DUSP10/HEY1/IL1RAPL1/LRRN3/LRRTM3/LYN/MTMR2/NLGN1/NLGN2/NLGN3/NRXN1/OXTR/PARD3/RARB/RELN/SHANK3",21
"GO:0097120","GO:0097120","receptor localization to synapse","9/186","57/18723",4.6316649598063e-09,2.62889872255672e-07,1.99260907725e-07,"DLG1/DLG2/DLG3/DLG4/NETO1/NLGN1/RELN/SCRIB/STX7",9
"GO:0050803","GO:0050803","regulation of synapse structure or activity","15/186","218/18723",4.94624516466446e-09,2.7564075326721e-07,2.08925609156258e-07,"BDNF/CTTNBP2/DLG5/GRIN2B/IL1RAPL1/LRRN3/LRRTM3/MEF2C/NLGN1/NLGN2/NLGN3/NRXN1/OXTR/RELN/SHANK3",15
"GO:0051963","GO:0051963","regulation of synapse assembly","11/186","101/18723",5.05578739953659e-09,2.76714078206779e-07,2.0973915020258e-07,"BDNF/DLG5/IL1RAPL1/LRRN3/LRRTM3/MEF2C/NLGN1/NLGN2/NLGN3/NRXN1/OXTR",11
"GO:0099068","GO:0099068","postsynapse assembly","7/186","30/18723",1.43122889487059e-08,7.6959939697866e-07,5.83328194086684e-07,"NLGN1/NLGN2/NLGN3/NLGN4X/NRXN1/NRXN2/SHANK3",7
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","18/186","353/18723",1.57354525901014e-08,8.31537279114841e-07,6.30274843309506e-07,"ADRA1D/AVPR1A/CAV1/DLG4/DMD/GJA1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GTF2I/LCK/LYN/MTNR1B/NOS1/NTSR1/OXTR/RYR2",18
"GO:0097105","GO:0097105","presynaptic membrane assembly","5/186","10/18723",2.21930943399741e-08,1.15291244325459e-06,8.73865463127972e-07,"IL1RAPL1/NLGN1/NLGN2/NLGN3/NLGN4X",5
"GO:0007269","GO:0007269","neurotransmitter secretion","12/186","145/18723",2.31715345853418e-08,1.16427464760775e-06,8.82477598444336e-07,"APBA1/CASK/DNAJC5/GRIN3A/LIN7A/LIN7B/LIN7C/MEF2C/NLGN1/NRXN1/NRXN2/SCRIB",12
"GO:0099643","GO:0099643","signal release from synapse","12/186","145/18723",2.31715345853418e-08,1.16427464760775e-06,8.82477598444336e-07,"APBA1/CASK/DNAJC5/GRIN3A/LIN7A/LIN7B/LIN7C/MEF2C/NLGN1/NRXN1/NRXN2/SCRIB",12
"GO:0010959","GO:0010959","regulation of metal ion transport","19/186","406/18723",2.44537525510966e-08,1.20888308982437e-06,9.16289166048731e-07,"CASK/CAV1/CRHR1/DLG1/DMD/DPP10/DPP6/EPB41/GJA1/GRIN1/HFE/LYN/MTNR1B/NETO1/NOS1/NTSR1/RYR2/SNTA1/UTRN",19
"GO:0007043","GO:0007043","cell-cell junction assembly","12/186","146/18723",2.50300671854122e-08,1.21773263370299e-06,9.22996796628317e-07,"CAV1/CDH10/CNTNAP2/CTNNA1/DLG1/DLG5/GJA1/MPDZ/MPP7/OCLN/PARD3/PKP4",12
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","9/186","69/18723",2.63379518635502e-08,1.26134097596533e-06,9.56050325046962e-07,"MEF2C/NLGN1/NLGN2/NLGN3/NRXN1/OXTR/RELN/SHANK3/TSHZ3",9
"GO:0097090","GO:0097090","presynaptic membrane organization","5/186","11/18723",4.03597799722646e-08,1.90311885561524e-06,1.4424944841909e-06,"IL1RAPL1/NLGN1/NLGN2/NLGN3/NLGN4X",5
"GO:1903522","GO:1903522","regulation of blood circulation","15/186","256/18723",4.27568239182475e-08,1.98560098953679e-06,1.50501292484166e-06,"ADRA1D/ADRB1/AVPR1A/CAV1/CXADR/DLG1/DMD/GJA1/KCNJ12/MTNR1B/NOS1/OXTR/RYR2/SLC1A1/SNTA1",15
"GO:0060291","GO:0060291","long-term synaptic potentiation","10/186","99/18723",5.32763579261215e-08,2.43719458273974e-06,1.84730435102828e-06,"GRIN2A/GRIN2B/GRIN2C/MPP2/NLGN1/RELN/SHANK2/SHANK3/SLC1A1/TSHZ3",10
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","16/186","319/18723",1.28626721863432e-07,5.7976603310503e-06,4.39441447604636e-06,"ADRA1D/AVPR1A/CAV1/DLG4/DMD/GJA1/GRIN1/GRIN2A/GRIN2B/GRIN2C/LCK/LYN/NOS1/NTSR1/OXTR/RYR2",16
"GO:2000311","GO:2000311","regulation of AMPA receptor activity","6/186","25/18723",1.34213484243897e-07,5.96180187257312e-06,4.51882776088911e-06,"MEF2C/NLGN1/NLGN2/NLGN3/RELN/SHANK3",6
"GO:0060047","GO:0060047","heart contraction","14/186","241/18723",1.36328867628324e-07,5.96925684686875e-06,4.52447835873249e-06,"ADRA1D/ADRB1/AVPR1A/CAV1/CXADR/DLG1/DMD/GJA1/KCNJ12/NOS1/RYR2/SCN1A/SLC1A1/SNTA1",14
"GO:0008016","GO:0008016","regulation of heart contraction","13/186","206/18723",1.49097962755815e-07,6.43641205417707e-06,4.87856491923029e-06,"ADRA1D/ADRB1/AVPR1A/CAV1/CXADR/DLG1/DMD/GJA1/KCNJ12/NOS1/RYR2/SLC1A1/SNTA1",13
"GO:0023061","GO:0023061","signal release","19/186","463/18723",1.91644593517164e-07,8.15820387680707e-06,6.18362014462547e-06,"APBA1/CASK/CRHR1/DNAJC5/GJA1/GRIN3A/HFE/LIN7A/LIN7B/LIN7C/LYN/MEF2C/MTNR1B/NLGN1/NLGN2/NRXN1/NRXN2/OXTR/SCRIB",19
"GO:0003015","GO:0003015","heart process","14/186","251/18723",2.2443318935002e-07,9.42311952544949e-06,7.14237994081463e-06,"ADRA1D/ADRB1/AVPR1A/CAV1/CXADR/DLG1/DMD/GJA1/KCNJ12/NOS1/RYR2/SCN1A/SLC1A1/SNTA1",14
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","9/186","92/18723",3.31878935113999e-07,1.37460667043839e-05,1.04190157865803e-05,"MEF2C/NLGN1/NLGN2/NLGN3/NRXN1/OXTR/RELN/SHANK3/TSHZ3",9
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","19/186","486/18723",4.02066274402467e-07,1.64311084139142e-05,1.24541791944736e-05,"ADRA1D/AVPR1A/CAV1/DLG4/DMD/GJA1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GTF2I/LCK/LYN/MTNR1B/NOS1/NTSR1/OXTR/RYR2/SLC1A1",19
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","18/186","448/18723",5.56560880253195e-07,2.24455144470532e-05,1.70128789850249e-05,"ADRA1D/AVPR1A/CAV1/DLG4/DMD/GJA1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GTF2I/LCK/LYN/MTNR1B/NOS1/NTSR1/OXTR/RYR2",18
"GO:0060402","GO:0060402","calcium ion transport into cytosol","11/186","160/18723",5.94113402377617e-07,2.36487997180181e-05,1.79249252091237e-05,"CAV1/DMD/GRIN1/GRIN2A/GRIN2B/GRIN2C/LCK/LYN/NOS1/NTSR1/RYR2",11
"GO:0030534","GO:0030534","adult behavior","10/186","130/18723",6.98649864190098e-07,2.74533568428545e-05,2.08086403544878e-05,"CNTNAP2/NLGN3/NLGN4X/NRXN1/NRXN2/NRXN3/NTSR1/SHANK2/SHANK3/SLC1A1",10
"GO:0055074","GO:0055074","calcium ion homeostasis","18/186","460/18723",8.15023361449972e-07,3.16208430739768e-05,2.39674424879426e-05,"ADRA1D/AVPR1A/CAV1/DLG4/DMD/GJA1/GRIN1/GRIN2A/GRIN2B/GRIN2C/GTF2I/LCK/LYN/MTNR1B/NOS1/NTSR1/OXTR/RYR2",18
"GO:0086001","GO:0086001","cardiac muscle cell action potential","8/186","76/18723",8.64398291843525e-07,3.3117259556255e-05,2.51016714486666e-05,"CAV1/CXADR/DLG1/DMD/GJA1/RYR2/SCN1A/SNTA1",8
"GO:0001508","GO:0001508","action potential","10/186","134/18723",9.24114282066449e-07,3.49680280806625e-05,2.65044862965647e-05,"CAV1/CXADR/DLG1/DMD/GJA1/MTNR1B/NTSR1/RYR2/SCN1A/SNTA1",10
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","7/186","54/18723",1.01830058181841e-06,3.80620888204075e-05,2.88496711691042e-05,"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/SHANK3/SLC1A1",7
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","10/186","142/18723",1.57200982351422e-06,5.80507242056758e-05,4.40003256879631e-05,"DMD/GRIN1/GRIN2A/GRIN2B/GRIN2C/LCK/LYN/NOS1/NTSR1/RYR2",10
"GO:0043576","GO:0043576","regulation of respiratory gaseous exchange","5/186","21/18723",1.6397652541973e-06,5.91280059307614e-05,4.48168658329838e-05,"NLGN1/NLGN2/NLGN3/NTSR1/TSHZ3",5
"GO:0098698","GO:0098698","postsynaptic specialization assembly","5/186","21/18723",1.6397652541973e-06,5.91280059307614e-05,4.48168658329838e-05,"NLGN1/NLGN2/NRXN1/NRXN2/SHANK3",5
"GO:0060401","GO:0060401","cytosolic calcium ion transport","11/186","182/18723",2.11901443485e-06,7.49206786136027e-05,5.67871340946926e-05,"CAV1/DMD/GRIN1/GRIN2A/GRIN2B/GRIN2C/LCK/LYN/NOS1/NTSR1/RYR2",11
"GO:0031503","GO:0031503","protein-containing complex localization","12/186","220/18723",2.12662285134859e-06,7.49206786136027e-05,5.67871340946926e-05,"DLG1/DLG2/DLG3/DLG4/ITGB3/NETO1/NLGN1/NSUN2/RELN/SCRIB/SLC1A1/STX7",12
"GO:0003018","GO:0003018","vascular process in circulatory system","13/186","263/18723",2.37788410495e-06,8.28206225189972e-05,6.27750026270892e-05,"ADRA1D/ADRB1/AVPR1A/CAV1/GJA1/MTNR1B/NOS1/OCLN/OXTR/SLC16A2/SLC19A1/SLC1A1/SNTA1",13
"GO:0007613","GO:0007613","memory","9/186","118/18723",2.73743341054091e-06,9.42722854304257e-05,7.145494425859e-05,"BDNF/CIC/GRIN2A/NETO1/OXTR/PTCHD1/RELN/SHANK3/SLC1A1",9
"GO:0051962","GO:0051962","positive regulation of nervous system development","13/186","272/18723",3.44250748583818e-06,0.000117236504934378,8.88609827046183e-05,"BDNF/DLG5/IL1RAPL1/LRRN3/LRRTM3/LYN/NLGN1/NLGN2/NLGN3/NRXN1/OXTR/RELN/SHANK3",13
"GO:0019229","GO:0019229","regulation of vasoconstriction","7/186","66/18723",4.05035741855865e-06,0.000136421378987717,0.000103402415532203,"ADRA1D/AVPR1A/CAV1/GJA1/MTNR1B/OXTR/SNTA1",7
