"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008066","GO:0008066","glutamate receptor activity","5/184","27/18368",6.44881222011456e-06,0.00017435532586803,0.000142793715031025,"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A",5
"GO:0016594","GO:0016594","glycine binding","4/184","13/18368",6.49358278156261e-06,0.00017435532586803,0.000142793715031025,"GLRA2/GRIN1/GRIN2B/GRIN3A",4
"GO:0015267","GO:0015267","channel activity","17/184","480/18368",7.02638329525576e-06,0.00017435532586803,0.000142793715031025,"GABRA5/GABRB3/GABRQ/GJA1/GLRA2/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNA4/KCNJ12/KCNJ4/RYR2/SCN1A/SLC1A1/UNC80",17
"GO:0035254","GO:0035254","glutamate receptor binding","6/184","47/18368",7.10975780345084e-06,0.00017435532586803,0.000142793715031025,"DLG3/DLG4/FLOT1/NETO1/SHANK2/SHANK3",6
"GO:0022803","GO:0022803","passive transmembrane transporter activity","17/184","481/18368",7.22070558917655e-06,0.00017435532586803,0.000142793715031025,"GABRA5/GABRB3/GABRQ/GJA1/GLRA2/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNA4/KCNJ12/KCNJ4/RYR2/SCN1A/SLC1A1/UNC80",17
"GO:0005216","GO:0005216","ion channel activity","16/184","432/18368",7.58066634208824e-06,0.00017435532586803,0.000142793715031025,"GABRA5/GABRB3/GABRQ/GLRA2/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNA4/KCNJ12/KCNJ4/RYR2/SCN1A/SLC1A1/UNC80",16
"GO:0022836","GO:0022836","gated channel activity","14/184","340/18368",8.79765934171491e-06,0.000192228856616471,0.000157431798746477,"GABRA5/GABRB3/GABRQ/GLRA2/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNA4/KCNJ12/KCNJ4/RYR2/SCN1A",14
"GO:0003779","GO:0003779","actin binding","16/184","441/18368",9.8059940254214e-06,0.000204058066148055,0.000167119697676355,"ABLIM1/CTNNA1/CTNNAL1/DMD/EPB41/IQGAP3/MARCKS/PHACTR4/SHANK3/SNTA1/SNTB1/SNTB2/SNTG1/SNTG2/TNS1/UTRN",16
"GO:0099106","GO:0099106","ion channel regulator activity","9/184","139/18368",1.11895505552244e-05,0.000222265163301504,0.000182030965970158,"CAV1/DLG1/DPP10/DPP6/NOS1/NRXN1/NRXN2/SNTA1/STX7",9
"GO:0016597","GO:0016597","amino acid binding","6/184","52/18368",1.29324589791186e-05,0.000245716720603254,0.000201237347958825,"GLRA2/GRIN1/GRIN2B/GRIN3A/NOS1/SLC1A1",6
"GO:0016247","GO:0016247","channel regulator activity","9/184","145/18368",1.57228179212362e-05,0.000286286309649176,0.000234463074264049,"CAV1/DLG1/DPP10/DPP6/NOS1/NRXN1/NRXN2/SNTA1/STX7",9
"GO:0035591","GO:0035591","signaling adaptor activity","7/184","81/18368",1.68092654886651e-05,0.000293825960741866,0.000240637905942995,"DLG5/FRS2/KHDRBS1/MAGI2/MPP7/SHANK2/SHANK3",7
"GO:0099094","GO:0099094","ligand-gated cation channel activity","8/184","113/18368",1.81896795536315e-05,0.000305726537112961,0.000250384252964969,"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNJ12/KCNJ4/RYR2",8
"GO:0008013","GO:0008013","beta-catenin binding","7/184","85/18368",2.30711923739523e-05,0.00037341152101545,0.000305816974937379,"CHD8/CTNNA1/CXADR/DLG5/GJA1/SOX9/TBL1X",7
"GO:0005516","GO:0005516","calmodulin binding","10/184","201/18368",3.61506638359795e-05,0.00056420857486868,0.000462076154294475,"CASK/EPB41/GRIN1/IQGAP3/MARCKS/NOS1/RYR2/SNTA1/SNTB1/SNTB2",10
"GO:0043177","GO:0043177","organic acid binding","8/184","135/18368",6.53195892113888e-05,0.00098429863742679,0.000806121972118773,"GLRA2/GRIN1/GRIN2B/GRIN3A/NOS1/RYR2/SLC19A1/SLC1A1",8
"GO:0022843","GO:0022843","voltage-gated cation channel activity","8/184","143/18368",9.79112394836075e-05,0.00142624038847788,0.001168063909629,"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNA4/KCNJ12/KCNJ4",8
"GO:0099529","GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","5/184","47/18368",0.000104194043342847,0.0014687999013169,0.00120291934589365,"ADRB1/GABRA5/GLRA2/GRIN2C/GRIN3A",5
"GO:0016595","GO:0016595","glutamate binding","3/184","10/18368",0.000112689335653717,0.00153891374002108,0.00126034125402184,"GRIN1/GRIN2B/SLC1A1",3
"GO:0008022","GO:0008022","protein C-terminus binding","9/184","189/18368",0.00012445729723647,0.00164811633007083,0.00134977611037958,"DLG1/DLG3/DLG4/EPB41/LCK/MPDZ/SHANK3/SNTG1/TBL1X",9
"GO:0030159","GO:0030159","signaling receptor complex adaptor activity","5/184","50/18368",0.000140468843138642,0.00180543777798783,0.00147861940145938,"DLG5/FRS2/MAGI2/SHANK2/SHANK3",5
"GO:0019902","GO:0019902","phosphatase binding","9/184","196/18368",0.000163782203313217,0.00204493779565359,0.00167476538726297,"DLG1/DLG3/DLG4/DTNA/GRIN3A/LCK/MAGI2/PARD3/PHACTR4",9
"GO:0005244","GO:0005244","voltage-gated ion channel activity","9/184","201/18368",0.000197807951543975,0.00227875047691368,0.00186625355209118,"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNA4/KCNJ12/KCNJ4/SCN1A",9
"GO:0022832","GO:0022832","voltage-gated channel activity","9/184","201/18368",0.000197807951543975,0.00227875047691368,0.00186625355209118,"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNA4/KCNJ12/KCNJ4/SCN1A",9
"GO:0001540","GO:0001540","amyloid-beta binding","6/184","84/18368",0.000198152215383799,0.00227875047691368,0.00186625355209118,"APBA1/DLGAP3/GRIN1/GRIN2A/GRIN2B/NLGN1",6
"GO:0017166","GO:0017166","vinculin binding","3/184","12/18368",0.000203564532314378,0.00228096668259957,0.00186806858264207,"CTNNA1/DMD/UTRN",3
"GO:0044325","GO:0044325","transmembrane transporter binding","7/184","133/18368",0.000388795518499986,0.00415038022457611,0.00339908292510147,"CAV1/DLG1/DPP10/LYN/NOS1/RYR2/SNTA1",7
"GO:0098960","GO:0098960","postsynaptic neurotransmitter receptor activity","5/184","62/18368",0.000389394940978537,0.00415038022457611,0.00339908292510147,"ADRB1/GABRA5/GLRA2/GRIN2C/GRIN3A",5
"GO:0050998","GO:0050998","nitric-oxide synthase binding","3/184","15/18368",0.000411783356786504,0.00428450778370719,0.00350893085983487,"CAV1/DMD/SNTA1",3
"GO:0005261","GO:0005261","cation channel activity","11/184","335/18368",0.000579118382638362,0.0058854589119294,0.00482007956173912,"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3A/KCNA4/KCNJ12/KCNJ4/RYR2/SCN1A/UNC80",11
"GO:0099095","GO:0099095","ligand-gated anion channel activity","3/184","18/18368",0.000722335558792058,0.00708229366959076,0.00580026459752104,"GABRA5/GABRB3/GLRA2",3
"GO:0033218","GO:0033218","amide binding","12/184","400/18368",0.000729297975129483,0.00708229366959076,0.00580026459752104,"APBA1/AVPR1A/CRHR1/DHCR24/DLGAP3/GRIN1/GRIN2A/GRIN2B/NLGN1/OXTR/RYR2/SLC19A1",12
"GO:0004890","GO:0004890","GABA-A receptor activity","3/184","19/18368",0.000851476703891944,0.00808902868697347,0.00662476154057806,"GABRA5/GABRB3/GABRQ",3
"GO:0019003","GO:0019003","GDP binding","5/184","75/18368",0.000935365258372383,0.00869094385837039,0.0071177186844416,"DIRAS3/KRAS/NRAS/RAB35/RHOB",5
"GO:1904315","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","4/184","44/18368",0.000967568661866085,0.00869094385837039,0.0071177186844416,"GABRA5/GLRA2/GRIN2C/GRIN3A",4
"GO:0031690","GO:0031690","adrenergic receptor binding","3/184","20/18368",0.00099438716914993,0.00869094385837039,0.0071177186844416,"ADRB1/DLG4/MAGI2",3
"GO:0050145","GO:0050145","nucleoside monophosphate kinase activity","3/184","20/18368",0.00099438716914993,0.00869094385837039,0.0071177186844416,"CASK/DLG1/DLG2",3
